Object 1 , Object 2, Relations
 ,RCC8, 
110114,110121,dc
110114,110122,dc
110114,110123,dc
110114,27,dc
110114,28,dc
110114,35,dc
110114,34,dc
110121,110122,dc
110121,110123,dc
110121,27,dc
110121,28,dc
110121,35,dc
110121,34,dc
110122,110123,dc
110122,27,dc
110122,28,dc
110122,35,dc
110122,34,dc
110123,27,dc
110123,28,dc
110123,35,dc
110123,34,dc
27,28,dc
27,35,dc
27,34,dc
28,35,dc
28,34,dc
35,34,dc
 ,DE9IM, 
110114,14,disjoint
110114,20,disjoint
110114,10,disjoint
110114,11,disjoint
110114,6,disjoint
110114,26,disjoint
110114,9,disjoint
110114,19,disjoint
110114,24,disjoint
110114,16,disjoint
110114,G1,disjoint
110114,15,disjoint
110114,13,disjoint
110114,17,disjoint
110114,8,disjoint
110114,7,disjoint
110114,23,disjoint
110114,25,disjoint
110114,21,disjoint
110114,22,disjoint
110114,12,disjoint
110114,18,disjoint
110121,14,disjoint
110121,20,disjoint
110121,10,disjoint
110121,11,disjoint
110121,6,disjoint
110121,26,disjoint
110121,9,disjoint
110121,19,disjoint
110121,24,disjoint
110121,16,disjoint
110121,G1,disjoint
110121,15,disjoint
110121,13,disjoint
110121,17,disjoint
110121,8,disjoint
110121,7,disjoint
110121,23,disjoint
110121,25,disjoint
110121,21,disjoint
110121,22,disjoint
110121,12,disjoint
110121,18,disjoint
110122,14,disjoint
110122,20,disjoint
110122,10,disjoint
110122,11,disjoint
110122,6,disjoint
110122,26,disjoint
110122,9,disjoint
110122,19,disjoint
110122,24,disjoint
110122,16,disjoint
110122,G1,disjoint
110122,15,disjoint
110122,13,disjoint
110122,17,disjoint
110122,8,disjoint
110122,7,disjoint
110122,23,disjoint
110122,25,disjoint
110122,21,disjoint
110122,22,disjoint
110122,12,disjoint
110122,18,disjoint
110123,14,disjoint
110123,20,disjoint
110123,10,disjoint
110123,11,disjoint
110123,6,disjoint
110123,26,disjoint
110123,9,disjoint
110123,19,disjoint
110123,24,disjoint
110123,16,disjoint
110123,G1,disjoint
110123,15,disjoint
110123,13,disjoint
110123,17,disjoint
110123,8,disjoint
110123,7,disjoint
110123,23,disjoint
110123,25,disjoint
110123,21,disjoint
110123,22,disjoint
110123,12,disjoint
110123,18,disjoint
27,14,disjoint
27,20,disjoint
27,10,disjoint
27,11,disjoint
27,6,disjoint
27,26,disjoint
27,9,disjoint
27,19,disjoint
27,24,disjoint
27,16,disjoint
27,G1,disjoint
27,15,disjoint
27,13,disjoint
27,17,disjoint
27,8,disjoint
27,7,disjoint
27,23,disjoint
27,25,disjoint
27,21,disjoint
27,22,disjoint
27,12,disjoint
27,18,disjoint
28,14,disjoint
28,20,disjoint
28,10,disjoint
28,11,disjoint
28,6,disjoint
28,26,disjoint
28,9,disjoint
28,19,disjoint
28,24,disjoint
28,16,disjoint
28,G1,disjoint
28,15,disjoint
28,13,disjoint
28,17,disjoint
28,8,disjoint
28,7,disjoint
28,23,disjoint
28,25,disjoint
28,21,disjoint
28,22,disjoint
28,12,disjoint
28,18,disjoint
35,14,disjoint
35,20,disjoint
35,10,disjoint
35,11,disjoint
35,6,disjoint
35,26,disjoint
35,9,disjoint
35,19,disjoint
35,24,disjoint
35,16,disjoint
