Object 1, Object 2, Relations
 ,RCC8, 
17,18,connected
17,19,connected
17,21,disconnected
17,22,disconnected
17,0,disconnected
17,2,disconnected
17,23,disconnected
17,20,connected
17,16,connected
17,8,disconnected
18,19,connected
18,21,disconnected
18,22,disconnected
18,0,disconnected
18,2,disconnected
18,23,disconnected
18,20,disconnected
18,16,disconnected
18,8,disconnected
19,21,disconnected
19,22,disconnected
19,0,disconnected
19,2,disconnected
19,23,disconnected
19,20,disconnected
19,16,disconnected
19,8,disconnected
21,22,connected
21,0,disconnected
21,2,disconnected
21,23,connected
21,20,connected
21,16,disconnected
21,8,disconnected
22,0,disconnected
22,2,disconnected
22,23,connected
22,20,connected
22,16,disconnected
22,8,disconnected
0,2,connected
0,23,disconnected
0,20,disconnected
0,16,disconnected
0,8,disconnected
2,23,connected
2,20,disconnected
2,16,disconnected
2,8,disconnected
23,20,connected
23,16,disconnected
23,8,disconnected
20,16,connected
20,8,disconnected
16,8,connected
 ,linearOrdering, 
25,26,before
25,27,after
25,28,before
25,29,before
25,30,overlaps
26,27,after
26,28,overlapped_by
26,29,overlaps
26,30,overlaps
27,28,before
27,29,before
27,30,overlaps
28,29,overlaps
28,30,overlaps
29,30,overlaps
