Object 1, Object 2, Relations
 ,RCC8, 
27,28,dc
27,34,dc
27,35,dc
28,34,dc
28,35,dc
34,35,dc
 ,DE9IM, 
6,27,disjoint
6,28,disjoint
6,34,disjoint
6,35,disjoint
9,27,disjoint
9,28,disjoint
9,34,disjoint
9,35,disjoint
10,27,disjoint
10,28,disjoint
10,34,disjoint
10,35,disjoint
11,27,disjoint
11,28,disjoint
11,34,disjoint
11,35,disjoint
14,27,disjoint
14,28,disjoint
14,34,disjoint
14,35,disjoint
16,27,disjoint
16,28,disjoint
16,34,disjoint
16,35,disjoint
19,27,disjoint
19,28,disjoint
19,34,disjoint
19,35,disjoint
20,27,disjoint
20,28,disjoint
20,34,disjoint
20,35,disjoint
24,27,disjoint
24,28,disjoint
24,34,disjoint
24,35,disjoint
26,27,disjoint
26,28,disjoint
26,34,disjoint
26,35,disjoint
27,15,disjoint
27,12,disjoint
27,13,disjoint
27,8,disjoint
27,7,disjoint
27,21,disjoint
27,22,disjoint
27,23,disjoint
27,25,disjoint
27,18,disjoint
27,17,disjoint
28,15,disjoint
28,12,disjoint
28,13,disjoint
28,8,disjoint
28,7,disjoint
28,21,disjoint
28,22,disjoint
28,23,disjoint
28,25,disjoint
28,18,disjoint
28,17,disjoint
34,15,disjoint
34,12,disjoint
34,13,disjoint
34,8,disjoint
34,7,disjoint
34,21,disjoint
34,22,disjoint
34,23,disjoint
34,25,disjoint
34,18,disjoint
34,17,disjoint
35,15,disjoint
35,12,disjoint
35,13,disjoint
35,8,disjoint
35,7,disjoint
35,21,disjoint
35,22,disjoint
35,23,disjoint
35,25,disjoint
35,18,disjoint
35,17,disjoint
 ,leftRight, 
15,27,nonAdjacent
15,28,nonAdjacent
15,34,nonAdjacent
15,35,nonAdjacent
12,27,nonAdjacent
12,28,nonAdjacent
12,34,nonAdjacent
12,35,nonAdjacent
13,27,nonAdjacent
13,28,nonAdjacent
13,34,nonAdjacent
13,35,nonAdjacent
8,27,nonAdjacent
8,28,nonAdjacent
8,34,nonAdjacent
8,35,nonAdjacent
7,27,nonAdjacent
7,28,left
7,34,nonAdjacent
7,35,nonAdjacent
21,27,left
21,28,nonAdjacent
21,34,nonAdjacent
21,35,nonAdjacent
22,27,nonAdjacent
22,28,nonAdjacent
22,34,nonAdjacent
22,35,nonAdjacent
23,27,nonAdjacent
23,28,nonAdjacent
23,34,left
23,35,nonAdjacent
25,27,nonAdjacent
25,28,nonAdjacent
25,34,right
25,35,right
18,27,nonAdjacent
18,28,nonAdjacent
18,34,nonAdjacent
18,35,right
17,27,nonAdjacent
