Object 1 , Object 2, Relations
 ,RCC8, 
110131,110160,dc
110131,110161,dc
110131,110162,dc
110131,110163,dc
110131,110164,dc
110131,110165,dc
110131,110166,dc
110131,110167,dc
110131,110168,dc
110131,110169,dc
110131,110170,dc
110131,110171,dc
110131,110172,dc
110131,110173,dc
110131,22,dc
110131,23,dc
110131,24,dc
110131,29,dc
110131,30,dc
110131,25,dc
110131,26,dc
110131,27,dc
110131,28,dc
110132,110133,null
110132,110134,dc
110132,110135,dc
110132,110136,dc
110132,110137,dc
110132,110138,dc
110132,110139,dc
110132,110140,dc
110132,110141,dc
110132,110142,dc
110132,110143,dc
110132,110144,dc
110132,110145,dc
110132,110146,dc
110132,110147,dc
110132,110148,dc
110132,110149,dc
110132,110150,dc
110132,110151,dc
110132,110152,dc
110132,110153,dc
110132,110154,dc
110132,110155,dc
110132,110156,dc
110132,110157,dc
110132,110158,dc
110132,110159,dc
110132,110160,dc
110132,110161,dc
110132,110162,dc
110132,110163,dc
110132,110164,dc
110132,110165,dc
110132,110166,dc
110132,110167,dc
110132,110168,dc
110132,110169,dc
110132,110170,dc
110132,110171,dc
110132,110172,dc
110132,110173,dc
110132,22,dc
110132,23,dc
110132,24,dc
110132,29,dc
110132,30,dc
110132,25,dc
110132,26,dc
110132,27,dc
110132,28,dc
110133,110134,null
110133,110135,dc
110133,110136,dc
110133,110137,dc
110133,110138,dc
110133,110139,dc
110133,110140,dc
110133,110141,dc
110133,110142,dc
110133,110143,dc
110133,110144,dc
110133,110145,dc
110133,110146,dc
110133,110147,dc
110133,110148,dc
110133,110149,dc
110133,110150,dc
110133,110151,dc
110133,110152,dc
110133,110153,dc
110133,110154,dc
110133,110155,dc
110133,110156,dc
110133,110157,dc
110133,110158,dc
110133,110159,dc
110133,110160,dc
110133,110161,dc
110133,110162,dc
110133,110163,dc
110133,110164,dc
110133,110165,dc
110133,110166,dc
110133,110167,dc
110133,110168,dc
110133,110169,dc
110133,110170,dc
110133,110171,dc
110133,110172,dc
110133,110173,dc
110133,22,dc
110133,23,dc
110133,24,dc
110133,29,dc
110133,30,dc
110133,25,dc
110133,26,dc
110133,27,dc
110133,28,dc
110134,110135,null
110134,110136,dc
110134,110137,dc
110134,110138,dc
110134,110139,dc
110134,110140,dc
110134,110141,dc
110134,110142,dc
110134,110143,dc
110134,110144,dc
110134,110145,dc
110134,110146,dc
110134,110147,dc
110134,110148,dc
110134,110149,dc
110134,110150,dc
110134,110151,dc
110134,110152,dc
110134,110153,dc
110134,110154,dc
110134,110155,dc
110134,110156,dc
110134,110157,dc
110134,110158,dc
110134,110159,dc
110134,110160,dc
110134,110161,dc
110134,110162,dc
110134,110163,dc
110134,110164,dc
110134,110165,dc
110134,110166,dc
110134,110167,dc
110134,110168,dc
110134,110169,dc
110134,110170,dc
110134,110171,dc
110134,110172,dc
110134,110173,dc
110134,22,dc
110134,23,dc
110134,24,dc
110134,29,dc
110134,30,dc
110134,25,dc
110134,26,dc
110134,27,dc
110134,28,dc
110135,110136,null
110135,110137,dc
110135,110138,dc
110135,110139,dc
110135,110140,dc
110135,110141,dc
110135,110142,dc
110135,110143,dc
110135,110144,dc
110135,110145,dc
110135,110146,dc
110135,110147,dc
110135,110148,dc
110135,110149,dc
110135,110150,dc
110135,110151,dc
110135,110152,dc
110135,110153,dc
110135,110154,dc
110135,110155,dc
110135,110156,dc
110135,110157,dc
110135,110158,dc
110135,110159,dc
110135,110160,dc
110135,110161,dc
110135,110162,dc
110135,110163,dc
110135,110164,dc
110135,110165,dc
110135,110166,dc
110135,110167,dc
110135,110168,dc
110135,110169,dc
110135,110170,dc
110135,110171,dc
110135,110172,dc
110135,110173,dc
110135,22,dc
110135,23,dc
110135,24,dc
110135,29,dc
110135,30,dc
110135,25,dc
110135,26,dc
110135,27,dc
110135,28,dc
110136,110137,null
110136,110138,dc
110136,110139,dc
110136,110140,dc
110136,110141,dc
110136,110142,dc
110136,110143,dc
110136,110144,dc
110136,110145,dc
110136,110146,dc
110136,110147,dc
110136,110148,dc
110136,110149,dc
110136,110150,dc
110136,110151,dc
110136,110152,dc
110136,110153,dc
110136,110154,dc
110136,110155,dc
110136,110156,dc
110136,110157,dc
110136,110158,dc
110136,110159,dc
110136,110160,dc
110136,110161,dc
110136,110162,dc
110136,110163,dc
110136,110164,dc
110136,110165,dc
110136,110166,dc
110136,110167,dc
110136,110168,dc
110136,110169,dc
110136,110170,dc
110136,110171,dc
110136,110172,dc
110136,110173,dc
110136,22,dc
110136,23,dc
110136,24,dc
110136,29,dc
110136,30,dc
110136,25,dc
110136,26,dc
110136,27,dc
110136,28,dc
110137,110138,null
110137,110139,dc
110137,110140,dc
110137,110141,dc
110137,110142,dc
110137,110143,dc
110137,110144,dc
110137,110145,dc
110137,110146,dc
110137,110147,dc
110137,110148,dc
110137,110149,dc
110137,110150,dc
110137,110151,dc
110137,110152,dc
110137,110153,dc
110137,110154,dc
110137,110155,dc
110137,110156,dc
110137,110157,dc
110137,110158,dc
110137,110159,dc
110137,110160,dc
110137,110161,dc
110137,110162,dc
110137,110163,dc
110137,110164,dc
110137,110165,dc
110137,110166,dc
110137,110167,dc
110137,110168,dc
110137,110169,dc
110137,110170,dc
110137,110171,dc
110137,110172,dc
110137,110173,dc
110137,22,dc
110137,23,dc
110137,24,dc
110137,29,dc
110137,30,dc
110137,25,dc
110137,26,dc
110137,27,dc
110137,28,dc
110138,110139,null
110138,110140,dc
110138,110141,dc
