Object 1 , Object 2, Relations
 ,RCC8, 
110111,110112,dc
110111,110113,dc
110111,110118,dc
110111,110119,dc
110111,31,null
110111,32,dc
110111,33,dc
110111,34,dc
110111,42,dc
110111,43,dc
110111,35,dc
110111,36,dc
110112,110113,dc
110112,110118,dc
110112,110119,dc
110112,31,null
110112,32,dc
110112,33,dc
110112,34,dc
110112,42,dc
110112,43,dc
110112,35,dc
110112,36,dc
110113,110118,dc
110113,110119,dc
110113,31,dc
110113,32,dc
110113,33,dc
110113,34,dc
110113,42,dc
110113,43,dc
110113,35,dc
110113,36,dc
110118,110119,dc
110118,31,dc
110118,32,dc
110118,33,dc
110118,34,dc
110118,42,dc
110118,43,dc
110118,35,dc
110118,36,dc
110119,31,dc
110119,32,dc
110119,33,dc
110119,34,dc
110119,42,dc
110119,43,dc
110119,35,dc
110119,36,dc
31,32,dc
31,33,dc
31,34,dc
31,42,dc
31,43,dc
31,35,dc
31,36,dc
32,33,dc
32,34,dc
32,42,dc
32,43,dc
32,35,dc
32,36,dc
33,34,dc
33,42,dc
33,43,dc
33,35,dc
33,36,dc
34,42,dc
34,43,dc
34,35,dc
34,36,dc
42,43,dc
42,35,dc
42,36,dc
43,35,dc
43,36,dc
35,36,dc
 ,DE9IM, 
110111,14,disjoint
110111,3,disjoint
110111,16,disjoint
110111,20,disjoint
110111,22,disjoint
110111,6,disjoint
110111,10,disjoint
110111,18,disjoint
110111,9,disjoint
110111,5,disjoint
110111,29,disjoint
110111,12,disjoint
110111,21,disjoint
110111,23,disjoint
110111,30,disjoint
110111,8,disjoint
110111,15,disjoint
110111,17,disjoint
110111,0,disjoint
110111,2,disjoint
110111,11,disjoint
110111,4,disjoint
110111,7,disjoint
110111,24,disjoint
110111,13,disjoint
110111,26,disjoint
110111,27,disjoint
110111,19,disjoint
110111,28,disjoint
110111,25,disjoint
110111,1,disjoint
110112,14,disjoint
110112,3,disjoint
110112,16,disjoint
110112,20,disjoint
110112,22,disjoint
110112,6,disjoint
110112,10,disjoint
110112,18,disjoint
110112,9,disjoint
110112,5,disjoint
110112,29,disjoint
110112,12,disjoint
110112,21,disjoint
110112,23,disjoint
110112,30,disjoint
110112,8,disjoint
110112,15,disjoint
110112,17,disjoint
110112,0,disjoint
110112,2,disjoint
110112,11,disjoint
110112,4,disjoint
110112,7,disjoint
110112,24,disjoint
110112,13,disjoint
110112,26,disjoint
110112,27,disjoint
110112,19,disjoint
110112,28,disjoint
110112,25,disjoint
110112,1,disjoint
110113,14,disjoint
110113,3,disjoint
110113,16,disjoint
110113,20,disjoint
110113,22,disjoint
110113,6,disjoint
110113,10,disjoint
110113,18,disjoint
110113,9,disjoint
110113,5,disjoint
110113,29,disjoint
110113,12,disjoint
110113,21,disjoint
110113,23,disjoint
110113,30,disjoint
110113,8,disjoint
110113,15,disjoint
110113,17,disjoint
110113,0,disjoint
110113,2,disjoint
110113,11,disjoint
110113,4,disjoint
110113,7,disjoint
110113,24,disjoint
110113,13,disjoint
110113,26,disjoint
110113,27,disjoint
110113,19,disjoint
110113,28,disjoint
110113,25,disjoint
110113,1,disjoint
110118,14,disjoint
110118,3,disjoint
110118,16,disjoint
110118,20,disjoint
110118,22,disjoint
110118,6,disjoint
110118,10,disjoint
110118,18,disjoint
110118,9,disjoint
110118,5,disjoint
110118,29,disjoint
