Object 1, Object 2, Relations
 ,RCC8, 
28,16,dc
28,23,dc
28,24,dc
28,25,dc
28,26,dc
28,27,dc
28,29,dc
28,30,dc
28,32,dc
16,23,dc
16,24,dc
16,25,dc
16,26,dc
16,27,dc
16,29,dc
16,30,dc
16,32,dc
23,24,dc
23,25,dc
23,26,dc
23,27,dc
23,29,dc
23,30,dc
23,32,dc
24,25,null
24,26,dc
24,27,dc
24,29,dc
24,30,dc
24,32,dc
25,26,dc
25,27,dc
25,29,dc
25,30,dc
25,32,dc
26,27,dc
26,29,dc
26,30,dc
26,32,dc
27,29,dc
27,30,dc
27,32,dc
29,30,dc
29,32,dc
30,32,dc
 ,DE9IM, 
28,1,disjoint
28,3,disjoint
28,4,disjoint
28,6,disjoint
28,8,disjoint
28,9,disjoint
28,12,disjoint
28,15,disjoint
28,19,disjoint
28,20,disjoint
28,21,disjoint
28,22,disjoint
28,0,disjoint
28,2,disjoint
28,5,disjoint
28,7,disjoint
28,10,disjoint
28,11,disjoint
28,13,disjoint
28,14,disjoint
28,18,disjoint
1,16,disjoint
1,23,disjoint
1,24,disjoint
1,25,disjoint
1,26,disjoint
1,27,disjoint
1,29,disjoint
1,30,disjoint
1,32,disjoint
3,16,disjoint
3,23,disjoint
3,24,disjoint
3,25,disjoint
3,26,disjoint
3,27,disjoint
3,29,disjoint
3,30,disjoint
3,32,disjoint
4,16,disjoint
4,23,disjoint
4,24,disjoint
4,25,disjoint
4,26,disjoint
4,27,disjoint
4,29,disjoint
4,30,disjoint
4,32,disjoint
6,16,disjoint
6,23,disjoint
6,24,disjoint
6,25,disjoint
6,26,disjoint
6,27,disjoint
6,29,disjoint
6,30,disjoint
6,32,disjoint
8,16,disjoint
8,23,disjoint
8,24,disjoint
8,25,disjoint
8,26,disjoint
8,27,disjoint
8,29,disjoint
8,30,disjoint
8,32,disjoint
9,16,disjoint
9,23,disjoint
9,24,disjoint
9,25,disjoint
9,26,disjoint
9,27,disjoint
9,29,disjoint
9,30,disjoint
9,32,disjoint
12,16,disjoint
12,23,disjoint
12,24,disjoint
12,25,disjoint
12,26,disjoint
12,27,disjoint
12,29,disjoint
12,30,disjoint
12,32,disjoint
15,16,disjoint
15,23,disjoint
15,24,disjoint
15,25,disjoint
